externalid,segid,PROJ_GRP,year,LIN_FORECAST
3606,0091_010.1,Since 2001,2055,30430
3607,3462_002.8,Since 2001,2001,3154
3607,3462_002.8,Since 2001,2027,1228
3607,3462_002.8,Since 2001,2032,858
3607,3462_002.8,Since 2001,2036,562
3607,3462_002.8,Since 2001,2046,-179
3607,3462_002.8,Since 2001,2055,-846
3608,0039_008.7,Since 2001,2001,7585
3608,0039_008.7,Since 2001,2027,8983
3608,0039_008.7,Since 2001,2032,9252
3608,0039_008.7,Since 2001,2036,9467
3608,0039_008.7,Since 2001,2046,10004
3608,0039_008.7,Since 2001,2055,10488
3609,0084_087.8,Since 2001,2001,11428
3609,0084_087.8,Since 2001,2027,26149
3609,0084_087.8,Since 2001,2032,28979
3609,0084_087.8,Since 2001,2036,31244
3609,0084_087.8,Since 2001,2046,36906
3609,0084_087.8,Since 2001,2055,42001
3612,0080_099.5,Since 2001,2001,29984
3612,0080_099.5,Since 2001,2027,51797
3612,0080_099.5,Since 2001,2032,55991
3612,0080_099.5,Since 2001,2036,59347
3612,0080_099.5,Since 2001,2046,67737
3612,0080_099.5,Since 2001,2055,75287
3612,0080_101.5,Since 2001,2001,29984
3612,0080_101.5,Since 2001,2027,51797
3612,0080_101.5,Since 2001,2032,55991
3612,0080_101.5,Since 2001,2036,59347
3612,0080_101.5,Since 2001,2046,67737
3612,0080_101.5,Since 2001,2055,75287
3613,0065_008.4,Since 2001,2001,757
3613,0065_008.4,Since 2001,2027,296
3613,0065_008.4,Since 2001,2032,208
3613,0065_008.4,Since 2001,2036,137
3613,0065_008.4,Since 2001,2046,-40
3613,0065_008.4,Since 2001,2055,-200
3614,0080_138.9,Since 2001,2001,39789
3614,0080_138.9,Since 2001,2027,63509
3614,0080_138.9,Since 2001,2032,68071
3614,0080_138.9,Since 2001,2036,71720
3614,0080_138.9,Since 2001,2046,80843
3614,0080_138.9,Since 2001,2055,89054
3615,0190_015.75,Since 2001,2001,3266
3615,0190_015.75,Since 2001,2027,1544
3615,0190_015.75,Since 2001,2032,1213
3615,0190_015.75,Since 2001,2036,948
3615,0190_015.75,Since 2001,2046,286
3615,0190_015.75,Since 2001,2055,-310
3616,1828_004.5,Since 2001,2001,429
3616,1828_004.5,Since 2001,2027,535
3616,1828_004.5,Since 2001,2032,556
3616,1828_004.5,Since 2001,2036,572
3616,1828_004.5,Since 2001,2046,613
3616,1828_004.5,Since 2001,2055,650
3617,0006_140.3,Since 2001,2001,1287
3617,0006_140.3,Since 2001,2027,1253
3617,0006_140.3,Since 2001,2032,1247
3617,0006_140.3,Since 2001,2036,1242
3617,0006_140.3,Since 2001,2046,1229
3617,0006_140.3,Since 2001,2055,1217
3618,0073_015.5,Since 2001,2001,1236
3618,0073_015.5,Since 2001,2027,2183
3618,0073_015.5,Since 2001,2032,2365
3618,0073_015.5,Since 2001,2036,2511
3618,0073_015.5,Since 2001,2046,2876
3618,0073_015.5,Since 2001,2055,3204
3620,0189_014.3,Since 2001,2001,8213
3620,0189_014.3,Since 2001,2027,13582
3620,0189_014.3,Since 2001,2032,14615
3620,0189_014.3,Since 2001,2036,15441
3620,0189_014.3,Since 2001,2046,17506
3620,0189_014.3,Since 2001,2055,19364
3623,0006_216.2,Since 2001,2001,5809
3623,0006_216.2,Since 2001,2027,10643
3623,0006_216.2,Since 2001,2032,11573
3623,0006_216.2,Since 2001,2036,12317
3623,0006_216.2,Since 2001,2046,14176
3623,0006_216.2,Since 2001,2055,15850
3624,0096_006.2,Since 2001,2001,194
3624,0096_006.2,Since 2001,2027,1822
3624,0096_006.2,Since 2001,2032,2135
3624,0096_006.2,Since 2001,2036,2385
3624,0096_006.2,Since 2001,2046,3012
3624,0096_006.2,Since 2001,2055,3575
3626,0089_296.0,Since 2001,2001,2182
3626,0089_296.0,Since 2001,2027,3381
3626,0089_296.0,Since 2001,2032,3612
3626,0089_296.0,Since 2001,2036,3796
3626,0089_296.0,Since 2001,2046,4257
3626,0089_296.0,Since 2001,2055,4672
3628,0015_233.2,Since 2001,2001,19535
3628,0015_233.2,Since 2001,2027,36014
3628,0015_233.2,Since 2001,2032,39183
3628,0015_233.2,Since 2001,2036,41718
3628,0015_233.2,Since 2001,2046,48056
3628,0015_233.2,Since 2001,2055,53760
3629,1826_004.9,Since 2001,2001,-684
3629,1826_004.9,Since 2001,2027,4896
3629,1826_004.9,Since 2001,2032,5970
3629,1826_004.9,Since 2001,2036,6828
3629,1826_004.9,Since 2001,2046,8975
3629,1826_004.9,Since 2001,2055,10907
3601,1082_000.0,Since 2002,2002,392
3601,1082_000.0,Since 2002,2027,890
3601,1082_000.0,Since 2002,2032,989
3601,1082_000.0,Since 2002,2036,1069
3601,1082_000.0,Since 2002,2046,1268
3601,1082_000.0,Since 2002,2055,1447
3602,0013_006.5,Since 2002,2002,5184
3602,0013_006.5,Since 2002,2027,11867
3602,0013_006.5,Since 2002,2032,13203
3602,0013_006.5,Since 2002,2036,14272
3602,0013_006.5,Since 2002,2046,16945
3602,0013_006.5,Since 2002,2055,19351
3603,1112_000.0,Since 2002,2002,505
3603,1112_000.0,Since 2002,2027,1719
3603,1112_000.0,Since 2002,2032,1962
3603,1112_000.0,Since 2002,2036,2156
3603,1112_000.0,Since 2002,2046,2642
3603,1112_000.0,Since 2002,2055,3079
3604,0015_368.1,Since 2002,2002,21458
3604,0015_368.1,Since 2002,2027,29727
3604,0015_368.1,Since 2002,2032,31381
3604,0015_368.1,Since 2002,2036,32704
3604,0015_368.1,Since 2002,2046,36012
3604,0015_368.1,Since 2002,2055,38989
3605,0038_003.2,Since 2002,2002,2359
3605,0038_003.2,Since 2002,2027,3728
3605,0038_003.2,Since 2002,2032,4002
3605,0038_003.2,Since 2002,2036,4222
3605,0038_003.2,Since 2002,2046,4770
3605,0038_003.2,Since 2002,2055,5263
3606,0091_010.1,Since 2002,2002,14216
3606,0091_010.1,Since 2002,2027,22055
3606,0091_010.1,Since 2002,2032,23623
3606,0091_010.1,Since 2002,2036,24878
3606,0091_010.1,Since 2002,2046,28013
3606,0091_010.1,Since 2002,2055,30836
3607,3462_002.8,Since 2002,2002,3080
3607,3462_002.8,Since 2002,2027,1228
3607,3462_002.8,Since 2002,2032,858
3607,3462_002.8,Since 2002,2036,562
3607,3462_002.8,Since 2002,2046,-179
3607,3462_002.8,Since 2002,2055,-846
3608,0039_008.7,Since 2002,2002,7507
3608,0039_008.7,Since 2002,2027,9086
3608,0039_008.7,Since 2002,2032,9401
3608,0039_008.7,Since 2002,2036,9654
3608,0039_008.7,Since 2002,2046,10285
3608,0039_008.7,Since 2002,2055,10853
3609,0084_087.8,Since 2002,2002,12078
3609,0084_087.8,Since 2002,2027,26083
3609,0084_087.8,Since 2002,2032,28884
3609,0084_087.8,Since 2002,2036,31124
3609,0084_087.8,Since 2002,2046,36726
3609,0084_087.8,Since 2002,2055,41768
3612,0080_099.5,Since 2002,2002,30061
3612,0080_099.5,Since 2002,2027,52395
3612,0080_099.5,Since 2002,2032,56862
3612,0080_099.5,Since 2002,2036,60436
3612,0080_099.5,Since 2002,2046,69369
3612,0080_099.5,Since 2002,2055,77410
3612,0080_101.5,Since 2002,2002,30061
3612,0080_101.5,Since 2002,2027,52395
3612,0080_101.5,Since 2002,2032,56862
3612,0080_101.5,Since 2002,2036,60436
3612,0080_101.5,Since 2002,2046,69369
3612,0080_101.5,Since 2002,2055,77410
3613,0065_008.4,Since 2002,2002,741
3613,0065_008.4,Since 2002,2027,295
3613,0065_008.4,Since 2002,2032,206
3613,0065_008.4,Since 2002,2036,135
3613,0065_008.4,Since 2002,2046,-43
3613,0065_008.4,Since 2002,2055,-204
3614,0080_138.9,Since 2002,2002,40575
3614,0080_138.9,Since 2002,2027,63608
3614,0080_138.9,Since 2002,2032,68215
3614,0080_138.9,Since 2002,2036,71901
3614,0080_138.9,Since 2002,2046,81114
3614,0080_138.9,Since 2002,2055,89406
3615,0190_015.75,Since 2002,2002,2911
3615,0190_015.75,Since 2002,2027,1771
3615,0190_015.75,Since 2002,2032,1543
3615,0190_015.75,Since 2002,2036,1361
3615,0190_015.75,Since 2002,2046,905
3615,0190_015.75,Since 2002,2055,495
3616,1828_004.5,Since 2002,2002,433
3616,1828_004.5,Since 2002,2027,535
3616,1828_004.5,Since 2002,2032,556
3616,1828_004.5,Since 2002,2036,572
3616,1828_004.5,Since 2002,2046,613
3616,1828_004.5,Since 2002,2055,650
3617,0006_140.3,Since 2002,2002,1035
3617,0006_140.3,Since 2002,2027,1450
3617,0006_140.3,Since 2002,2032,1533
3617,0006_140.3,Since 2002,2036,1599
3617,0006_140.3,Since 2002,2046,1765
3617,0006_140.3,Since 2002,2055,1915
3618,0073_015.5,Since 2002,2002,1303
3618,0073_015.5,Since 2002,2027,2159
3618,0073_015.5,Since 2002,2032,2330
3618,0073_015.5,Since 2002,2036,2467
3618,0073_015.5,Since 2002,2046,2809
3618,0073_015.5,Since 2002,2055,3117
3620,0189_014.3,Since 2002,2002,8372
3620,0189_014.3,Since 2002,2027,13620
3620,0189_014.3,Since 2002,2032,14669
3620,0189_014.3,Since 2002,2036,15509
3620,0189_014.3,Since 2002,2046,17607
3620,0189_014.3,Since 2002,2055,19496
3623,0006_216.2,Since 2002,2002,5851
3623,0006_216.2,Since 2002,2027,10756
3623,0006_216.2,Since 2002,2032,11737
3623,0006_216.2,Since 2002,2036,12522
3623,0006_216.2,Since 2002,2046,14484
3623,0006_216.2,Since 2002,2055,16250
3624,0096_006.2,Since 2002,2002,154
3624,0096_006.2,Since 2002,2027,1902
3624,0096_006.2,Since 2002,2032,2252
3624,0096_006.2,Since 2002,2036,2531
3624,0096_006.2,Since 2002,2046,3230
3624,0096_006.2,Since 2002,2055,3860
3626,0089_296.0,Since 2002,2002,2176
3626,0089_296.0,Since 2002,2027,3422
3626,0089_296.0,Since 2002,2032,3671
3626,0089_296.0,Since 2002,2036,3871
3626,0089_296.0,Since 2002,2046,4369
3626,0089_296.0,Since 2002,2055,4818
3628,0015_233.2,Since 2002,2002,19727
3628,0015_233.2,Since 2002,2027,36362
3628,0015_233.2,Since 2002,2032,39689
3628,0015_233.2,Since 2002,2036,42351
3628,0015_233.2,Since 2002,2046,49005
3628,0015_233.2,Since 2002,2055,54994
3629,1826_004.9,Since 2002,2002,-470
3629,1826_004.9,Since 2002,2027,4896
3629,1826_004.9,Since 2002,2032,5970
3629,1826_004.9,Since 2002,2036,6828
3629,1826_004.9,Since 2002,2046,8975
3629,1826_004.9,Since 2002,2055,10907
3601,1082_000.0,Since 2003,2003,412
3601,1082_000.0,Since 2003,2027,890
3601,1082_000.0,Since 2003,2032,989
3601,1082_000.0,Since 2003,2036,1069
3601,1082_000.0,Since 2003,2046,1268
3601,1082_000.0,Since 2003,2055,1447
3602,0013_006.5,Since 2003,2003,5375
3602,0013_006.5,Since 2003,2027,11928
3602,0013_006.5,Since 2003,2032,13293
3602,0013_006.5,Since 2003,2036,14385
3602,0013_006.5,Since 2003,2046,17115
3602,0013_006.5,Since 2003,2055,19573
3603,1112_000.0,Since 2003,2003,554
3603,1112_000.0,Since 2003,2027,1719
3603,1112_000.0,Since 2003,2032,1962
3603,1112_000.0,Since 2003,2036,2156
3603,1112_000.0,Since 2003,2046,2642
3603,1112_000.0,Since 2003,2055,3079
3604,0015_368.1,Since 2003,2003,21081
3604,0015_368.1,Since 2003,2027,30293
3604,0015_368.1,Since 2003,2032,32213
3604,0015_368.1,Since 2003,2036,33748
3604,0015_368.1,Since 2003,2046,37587
3604,0015_368.1,Since 2003,2055,41041
3605,0038_003.2,Since 2003,2003,2342
3605,0038_003.2,Since 2003,2027,3786
3605,0038_003.2,Since 2003,2032,4087
3605,0038_003.2,Since 2003,2036,4327
3605,0038_003.2,Since 2003,2046,4929
3605,0038_003.2,Since 2003,2055,5471
3606,0091_010.1,Since 2003,2003,14308
3606,0091_010.1,Since 2003,2027,22233
3606,0091_010.1,Since 2003,2032,23884
3606,0091_010.1,Since 2003,2036,25205
3606,0091_010.1,Since 2003,2046,28507
3606,0091_010.1,Since 2003,2055,31479
3607,3462_002.8,Since 2003,2003,3006
3607,3462_002.8,Since 2003,2027,1228
3607,3462_002.8,Since 2003,2032,858
3607,3462_002.8,Since 2003,2036,562
3607,3462_002.8,Since 2003,2046,-179
3607,3462_002.8,Since 2003,2055,-846
3608,0039_008.7,Since 2003,2003,7600
3608,0039_008.7,Since 2003,2027,9062
3608,0039_008.7,Since 2003,2032,9366
3608,0039_008.7,Since 2003,2036,9610
3608,0039_008.7,Since 2003,2046,10218
3608,0039_008.7,Since 2003,2055,10766
3609,0084_087.8,Since 2003,2003,12764
3609,0084_087.8,Since 2003,2027,25982
3609,0084_087.8,Since 2003,2032,28736
3609,0084_087.8,Since 2003,2036,30939
3609,0084_087.8,Since 2003,2046,36447
3609,0084_087.8,Since 2003,2055,41404
3612,0080_099.5,Since 2003,2003,29791
3612,0080_099.5,Since 2003,2027,53326
3612,0080_099.5,Since 2003,2032,58229
3612,0080_099.5,Since 2003,2036,62152
3612,0080_099.5,Since 2003,2046,71958
3612,0080_099.5,Since 2003,2055,80784
3612,0080_101.5,Since 2003,2003,29791
3612,0080_101.5,Since 2003,2027,53326
3612,0080_101.5,Since 2003,2032,58229
3612,0080_101.5,Since 2003,2036,62152
3612,0080_101.5,Since 2003,2046,71958
3612,0080_101.5,Since 2003,2055,80784
3613,0065_008.4,Since 2003,2003,722
3613,0065_008.4,Since 2003,2027,296
3613,0065_008.4,Since 2003,2032,207
3613,0065_008.4,Since 2003,2036,136
3613,0065_008.4,Since 2003,2046,-42
3613,0065_008.4,Since 2003,2055,-201
3614,0080_138.9,Since 2003,2003,40850
3614,0080_138.9,Since 2003,2027,64125
3614,0080_138.9,Since 2003,2032,68974
3614,0080_138.9,Since 2003,2036,72853
3614,0080_138.9,Since 2003,2046,82551
3614,0080_138.9,Since 2003,2055,91279
3615,0190_015.75,Since 2003,2003,2542
3615,0190_015.75,Since 2003,2027,2030
3615,0190_015.75,Since 2003,2032,1924
3615,0190_015.75,Since 2003,2036,1838
3615,0190_015.75,Since 2003,2046,1625
3615,0190_015.75,Since 2003,2055,1433
3616,1828_004.5,Since 2003,2003,437
3616,1828_004.5,Since 2003,2027,535
3616,1828_004.5,Since 2003,2032,556
3616,1828_004.5,Since 2003,2036,572
3616,1828_004.5,Since 2003,2046,613
3616,1828_004.5,Since 2003,2055,650
3617,0006_140.3,Since 2003,2003,723
3617,0006_140.3,Since 2003,2027,1713
3617,0006_140.3,Since 2003,2032,1919
3617,0006_140.3,Since 2003,2036,2084
3617,0006_140.3,Since 2003,2046,2496
3617,0006_140.3,Since 2003,2055,2868
3618,0073_015.5,Since 2003,2003,1403
3618,0073_015.5,Since 2003,2027,2107
3618,0073_015.5,Since 2003,2032,2253
3618,0073_015.5,Since 2003,2036,2371
3618,0073_015.5,Since 2003,2046,2664
3618,0073_015.5,Since 2003,2055,2928
3620,0189_014.3,Since 2003,2003,8500
3620,0189_014.3,Since 2003,2027,13685
3620,0189_014.3,Since 2003,2032,14766
3620,0189_014.3,Since 2003,2036,15630
3620,0189_014.3,Since 2003,2046,17791
3620,0189_014.3,Since 2003,2055,19735
3623,0006_216.2,Since 2003,2003,5856
3623,0006_216.2,Since 2003,2027,10909
3623,0006_216.2,Since 2003,2032,11962
3623,0006_216.2,Since 2003,2036,12804
3623,0006_216.2,Since 2003,2046,14910
3623,0006_216.2,Since 2003,2055,16805
3624,0096_006.2,Since 2003,2003,45
3624,0096_006.2,Since 2003,2027,2045
3624,0096_006.2,Since 2003,2032,2462
3624,0096_006.2,Since 2003,2036,2796
3624,0096_006.2,Since 2003,2046,3629
3624,0096_006.2,Since 2003,2055,4379
3626,0089_296.0,Since 2003,2003,2181
3626,0089_296.0,Since 2003,2027,3458
3626,0089_296.0,Since 2003,2032,3724
3626,0089_296.0,Since 2003,2036,3937
3626,0089_296.0,Since 2003,2046,4468
3626,0089_296.0,Since 2003,2055,4947
3628,0015_233.2,Since 2003,2003,19639
3628,0015_233.2,Since 2003,2027,36964
3628,0015_233.2,Since 2003,2032,40574
3628,0015_233.2,Since 2003,2036,43461
3628,0015_233.2,Since 2003,2046,50680
3628,0015_233.2,Since 2003,2055,57177
3629,1826_004.9,Since 2003,2003,-255
3629,1826_004.9,Since 2003,2027,4896
3629,1826_004.9,Since 2003,2032,5970
3629,1826_004.9,Since 2003,2036,6828
3629,1826_004.9,Since 2003,2046,8975
3629,1826_004.9,Since 2003,2055,10907
3601,1082_000.0,Since 2004,2004,429
3601,1082_000.0,Since 2004,2027,892
3601,1082_000.0,Since 2004,2032,993
3601,1082_000.0,Since 2004,2036,1074
3601,1082_000.0,Since 2004,2046,1275
3601,1082_000.0,Since 2004,2055,1457
3602,0013_006.5,Since 2004,2004,5626
3602,0013_006.5,Since 2004,2027,11946
3602,0013_006.5,Since 2004,2032,13320
3602,0013_006.5,Since 2004,2036,14419
3602,0013_006.5,Since 2004,2046,17167
3602,0013_006.5,Since 2004,2055,19640
3603,1112_000.0,Since 2004,2004,602
3603,1112_000.0,Since 2004,2027,1719
3603,1112_000.0,Since 2004,2032,1962
3603,1112_000.0,Since 2004,2036,2156
3603,1112_000.0,Since 2004,2046,2642
3603,1112_000.0,Since 2004,2055,3079
3604,0015_368.1,Since 2004,2004,20926
3604,0015_368.1,Since 2004,2027,30733
3604,0015_368.1,Since 2004,2032,32865
3604,0015_368.1,Since 2004,2036,34570
3604,0015_368.1,Since 2004,2046,38834
3604,0015_368.1,Since 2004,2055,42672
3605,0038_003.2,Since 2004,2004,2323
3605,0038_003.2,Since 2004,2027,3850
3605,0038_003.2,Since 2004,2032,4182
3605,0038_003.2,Since 2004,2036,4447
3605,0038_003.2,Since 2004,2046,5111
3605,0038_003.2,Since 2004,2055,5709
3606,0091_010.1,Since 2004,2004,14407
3606,0091_010.1,Since 2004,2027,22422
3606,0091_010.1,Since 2004,2032,24164
3606,0091_010.1,Since 2004,2036,25558
3606,0091_010.1,Since 2004,2046,29043
3606,0091_010.1,Since 2004,2055,32179
3607,3462_002.8,Since 2004,2004,2581
3607,3462_002.8,Since 2004,2027,1514
3607,3462_002.8,Since 2004,2032,1283
3607,3462_002.8,Since 2004,2036,1097
3607,3462_002.8,Since 2004,2046,633
3607,3462_002.8,Since 2004,2055,216
3608,0039_008.7,Since 2004,2004,7622
3608,0039_008.7,Since 2004,2027,9093
3608,0039_008.7,Since 2004,2032,9413
3608,0039_008.7,Since 2004,2036,9669
3608,0039_008.7,Since 2004,2046,10309
3608,0039_008.7,Since 2004,2055,10884
3609,0084_087.8,Since 2004,2004,13119
3609,0084_087.8,Since 2004,2027,26142
3609,0084_087.8,Since 2004,2032,28973
3609,0084_087.8,Since 2004,2036,31238
3609,0084_087.8,Since 2004,2046,36900
3609,0084_087.8,Since 2004,2055,41996
3612,0080_099.5,Since 2004,2004,29713
3612,0080_099.5,Since 2004,2027,54190
3612,0080_099.5,Since 2004,2032,59511
3612,0080_099.5,Since 2004,2036,63768
3612,0080_099.5,Since 2004,2046,74410
3612,0080_099.5,Since 2004,2055,83988
3612,0080_101.5,Since 2004,2004,29713
3612,0080_101.5,Since 2004,2027,54190
3612,0080_101.5,Since 2004,2032,59511
3612,0080_101.5,Since 2004,2036,63768
3612,0080_101.5,Since 2004,2046,74410
3612,0080_101.5,Since 2004,2055,83988
3613,0065_008.4,Since 2004,2004,701
3613,0065_008.4,Since 2004,2027,299
3613,0065_008.4,Since 2004,2032,211
3613,0065_008.4,Since 2004,2036,141
3613,0065_008.4,Since 2004,2046,-33
3613,0065_008.4,Since 2004,2055,-191
3614,0080_138.9,Since 2004,2004,41559
3614,0080_138.9,Since 2004,2027,64338
3614,0080_138.9,Since 2004,2032,69290
3614,0080_138.9,Since 2004,2036,73252
3614,0080_138.9,Since 2004,2046,83156
3614,0080_138.9,Since 2004,2055,92069
3615,0190_015.75,Since 2004,2004,2094
3615,0190_015.75,Since 2004,2027,2378
3615,0190_015.75,Since 2004,2032,2440
3615,0190_015.75,Since 2004,2036,2490
3615,0190_015.75,Since 2004,2046,2613
3615,0190_015.75,Since 2004,2055,2724
3616,1828_004.5,Since 2004,2004,426
3616,1828_004.5,Since 2004,2027,548
3616,1828_004.5,Since 2004,2032,575
3616,1828_004.5,Since 2004,2036,596
3616,1828_004.5,Since 2004,2046,649
3616,1828_004.5,Since 2004,2055,697
3617,0006_140.3,Since 2004,2004,686
3617,0006_140.3,Since 2004,2027,1777
3617,0006_140.3,Since 2004,2032,2013
3617,0006_140.3,Since 2004,2036,2203
3617,0006_140.3,Since 2004,2046,2677
3617,0006_140.3,Since 2004,2055,3104
3618,0073_015.5,Since 2004,2004,1523
3618,0073_015.5,Since 2004,2027,2032
3618,0073_015.5,Since 2004,2032,2142
3618,0073_015.5,Since 2004,2036,2231
3618,0073_015.5,Since 2004,2046,2452
3618,0073_015.5,Since 2004,2055,2651
3620,0189_014.3,Since 2004,2004,8673
3620,0189_014.3,Since 2004,2027,13721
3620,0189_014.3,Since 2004,2032,14818
3620,0189_014.3,Since 2004,2036,15696
3620,0189_014.3,Since 2004,2046,17891
3620,0189_014.3,Since 2004,2055,19866
3623,0006_216.2,Since 2004,2004,5904
3623,0006_216.2,Since 2004,2027,11042
3623,0006_216.2,Since 2004,2032,12159
3623,0006_216.2,Since 2004,2036,13052
3623,0006_216.2,Since 2004,2046,15286
3623,0006_216.2,Since 2004,2055,17297
3624,0096_006.2,Since 2004,2004,-78
3624,0096_006.2,Since 2004,2027,2214
3624,0096_006.2,Since 2004,2032,2712
3624,0096_006.2,Since 2004,2036,3111
3624,0096_006.2,Since 2004,2046,4108
3624,0096_006.2,Since 2004,2055,5005
3626,0089_296.0,Since 2004,2004,2186
3626,0089_296.0,Since 2004,2027,3498
3626,0089_296.0,Since 2004,2032,3783
3626,0089_296.0,Since 2004,2036,4011
3626,0089_296.0,Since 2004,2046,4581
3626,0089_296.0,Since 2004,2055,5094
3628,0015_233.2,Since 2004,2004,19506
3628,0015_233.2,Since 2004,2027,37662
3628,0015_233.2,Since 2004,2032,41609
3628,0015_233.2,Since 2004,2036,44767
3628,0015_233.2,Since 2004,2046,52661
3628,0015_233.2,Since 2004,2055,59765
3629,1826_004.9,Since 2004,2004,-40
3629,1826_004.9,Since 2004,2027,4896
3629,1826_004.9,Since 2004,2032,5970
3629,1826_004.9,Since 2004,2036,6828
3629,1826_004.9,Since 2004,2046,8975
3629,1826_004.9,Since 2004,2055,10907
3601,1082_000.0,Since 2005,2005,445
3601,1082_000.0,Since 2005,2027,896
3601,1082_000.0,Since 2005,2032,999
3601,1082_000.0,Since 2005,2036,1081
3601,1082_000.0,Since 2005,2046,1286
3601,1082_000.0,Since 2005,2055,1471
3602,0013_006.5,Since 2005,2005,5878
3602,0013_006.5,Since 2005,2027,11965
3602,0013_006.5,Since 2005,2032,13348
3602,0013_006.5,Since 2005,2036,14455
3602,0013_006.5,Since 2005,2046,17222
3602,0013_006.5,Since 2005,2055,19712
3603,1112_000.0,Since 2005,2005,651
3603,1112_000.0,Since 2005,2027,1719
3603,1112_000.0,Since 2005,2032,1962
3603,1112_000.0,Since 2005,2036,2156
3603,1112_000.0,Since 2005,2046,2642
3603,1112_000.0,Since 2005,2055,3079
3604,0015_368.1,Since 2005,2005,20878
3604,0015_368.1,Since 2005,2027,31128
3604,0015_368.1,Since 2005,2032,33458
3604,0015_368.1,Since 2005,2036,35322
3604,0015_368.1,Since 2005,2046,39981
3604,0015_368.1,Since 2005,2055,44175
3605,0038_003.2,Since 2005,2005,2299
3605,0038_003.2,Since 2005,2027,3926
3605,0038_003.2,Since 2005,2032,4296
3605,0038_003.2,Since 2005,2036,4591
3605,0038_003.2,Since 2005,2046,5331
3605,0038_003.2,Since 2005,2055,5997
3606,0091_010.1,Since 2005,2005,14373
3606,0091_010.1,Since 2005,2027,22740
3606,0091_010.1,Since 2005,2032,24641
3606,0091_010.1,Since 2005,2036,26162
3606,0091_010.1,Since 2005,2046,29965
3606,0091_010.1,Since 2005,2055,33388
3607,3462_002.8,Since 2005,2005,2030
3607,3462_002.8,Since 2005,2027,1934
3607,3462_002.8,Since 2005,2032,1913
3607,3462_002.8,Since 2005,2036,1895
3607,3462_002.8,Since 2005,2046,1852
3607,3462_002.8,Since 2005,2055,1812
3608,0039_008.7,Since 2005,2005,7499
3608,0039_008.7,Since 2005,2027,9249
3608,0039_008.7,Since 2005,2032,9647
3608,0039_008.7,Since 2005,2036,9965
3608,0039_008.7,Since 2005,2046,10760
3608,0039_008.7,Since 2005,2055,11476
3609,0084_087.8,Since 2005,2005,13530
3609,0084_087.8,Since 2005,2027,26271
3609,0084_087.8,Since 2005,2032,29167
3609,0084_087.8,Since 2005,2036,31483
3609,0084_087.8,Since 2005,2046,37275
3609,0084_087.8,Since 2005,2055,42487
3612,0080_099.5,Since 2005,2005,30169
3612,0080_099.5,Since 2005,2027,54696
3612,0080_099.5,Since 2005,2032,60271
3612,0080_099.5,Since 2005,2036,64730
3612,0080_099.5,Since 2005,2046,75879
3612,0080_099.5,Since 2005,2055,85913
3612,0080_101.5,Since 2005,2005,30169
3612,0080_101.5,Since 2005,2027,54696
3612,0080_101.5,Since 2005,2032,60271
3612,0080_101.5,Since 2005,2036,64730
3612,0080_101.5,Since 2005,2046,75879
3612,0080_101.5,Since 2005,2055,85913
3613,0065_008.4,Since 2005,2005,670
3613,0065_008.4,Since 2005,2027,310
3613,0065_008.4,Since 2005,2032,228
3613,0065_008.4,Since 2005,2036,163
3613,0065_008.4,Since 2005,2046,-1
3613,0065_008.4,Since 2005,2055,-148
3614,0080_138.9,Since 2005,2005,42291
3614,0080_138.9,Since 2005,2027,64554
3614,0080_138.9,Since 2005,2032,69614
3614,0080_138.9,Since 2005,2036,73662
3614,0080_138.9,Since 2005,2046,83781
3614,0080_138.9,Since 2005,2055,92889
3615,0190_015.75,Since 2005,2005,2065
3615,0190_015.75,Since 2005,2027,2413
3615,0190_015.75,Since 2005,2032,2492
3615,0190_015.75,Since 2005,2036,2555
3615,0190_015.75,Since 2005,2046,2713
3615,0190_015.75,Since 2005,2055,2855
3616,1828_004.5,Since 2005,2005,407
3616,1828_004.5,Since 2005,2027,568
3616,1828_004.5,Since 2005,2032,605
3616,1828_004.5,Since 2005,2036,634
3616,1828_004.5,Since 2005,2046,708
3616,1828_004.5,Since 2005,2055,774
3617,0006_140.3,Since 2005,2005,648
3617,0006_140.3,Since 2005,2027,1848
3617,0006_140.3,Since 2005,2032,2121
3617,0006_140.3,Since 2005,2036,2339
3617,0006_140.3,Since 2005,2046,2885
3617,0006_140.3,Since 2005,2055,3376
3618,0073_015.5,Since 2005,2005,1506
3618,0073_015.5,Since 2005,2027,2065
3618,0073_015.5,Since 2005,2032,2192
3618,0073_015.5,Since 2005,2036,2293
3618,0073_015.5,Since 2005,2046,2547
3618,0073_015.5,Since 2005,2055,2775
3620,0189_014.3,Since 2005,2005,8809
3620,0189_014.3,Since 2005,2027,13790
3620,0189_014.3,Since 2005,2032,14923
3620,0189_014.3,Since 2005,2036,15828
3620,0189_014.3,Since 2005,2046,18093
3620,0189_014.3,Since 2005,2055,20131
3623,0006_216.2,Since 2005,2005,6024
3623,0006_216.2,Since 2005,2027,11128
3623,0006_216.2,Since 2005,2032,12288
3623,0006_216.2,Since 2005,2036,13216
3623,0006_216.2,Since 2005,2046,15536
3623,0006_216.2,Since 2005,2055,17624
3624,0096_006.2,Since 2005,2005,-123
3624,0096_006.2,Since 2005,2027,2334
3624,0096_006.2,Since 2005,2032,2892
3624,0096_006.2,Since 2005,2036,3339
3624,0096_006.2,Since 2005,2046,4455
3624,0096_006.2,Since 2005,2055,5460
3626,0089_296.0,Since 2005,2005,2169
